Site,LEC,# of DS1s,City,State,County,Lat,Long,NPA-NXX,Zip,Technology,MSC Location
DA 4119-2-1-0125-BROOK_HOLLOW,ATT,18,DALLAS,TX,DALLAS,32-49-29,-96-52-30,214-631,75247,LTE,ARLINGTON
DA 4119-3-1-0102-SUNDANCE,ATT,11,FORT WORTH,TX,TARRANT,32-45-13,-97-19-51,817-332,76102,LTE,ARLINGTON
DA 4119-3-1-0027-SOLANA_REPL,ATT,10,SOUTHLAKE,TX,DENTON,32-59-11,-97-09-26,,76262,LTE,ARLINGTON
DA 4119-3-1-0319-GAYLORD_TEXAN,ATT,10,GRAPEVINE,TX,TARRANT,32-57-24.08,-97-03-49.83,,76051,LTE,ARLINGTON
DA 4119-3-1-0048-ECHO_HILLS_PARK_REPL,ATT,8,NORTH RICHLAND HILLS,TX,TARRANT,32-52-50.18,-97-11-15.58,,76180,LTE,ARLINGTON
DA 4119-3-1-0056-SUMMERFIELDS,ATT,8,FORT WORTH,TX,TARRANT,32-52-32.3,-97-18-57.3,817-232,76137,LTE,ARLINGTON
DA 4119-2-1-0018-LITTLE_ELM,ATT,7,LITTLE ELM,TX,DENTON,33-11-19.1,-96-53-14.6,972-377,75068,LTE,ARLINGTON
DA 4119-2-1-0130-LONE_STAR,VZW,7,DALLAS,TX,DALLAS,32-46-08,-96-51-23,214-631,75208,LTE,ARLINGTON
DA 4119-3-1-0029-ROANOKE_SS,ATT,7,DENTON CO.,TX,DENTON,32-59-31.7,-97-15-50.3,817-491,76262,LTE,ARLINGTON
DA 4119-3-1-0051-GOLDEN_TRIANGLE,ATT,7,HASLET,TX,TARRANT,32-55-54,-97-19-29,817-431,76052,LTE,ARLINGTON
DA 4119-3-1-0068-RICHLAND_CENTRE,ATT,7,NORTH RICHLAND HILLS,TX,TARRANT,32-50-23,-97-11-21,817-281,76054,LTE,ARLINGTON
DA 4119-3-1-0140-TIMBER_RUN,ATT,7,ARLINGTON,TX,TARRANT,32-37-46,-97-10-20,817-478,76001,LTE,ARLINGTON
DA 4119-2-1-0049-TELECOM_CORRIDOR,ATT,6,RICHARDSON,TX,DALLAS,32-58-40.5,-96-42-58.0,972-231,75080,LTE,ARLINGTON
DA 4119-2-1-0105-ROCKWALL,ATT,6,ROCKWALL,TX,ROCKWALL,32-53-20,-96-26-33,972-722,75032,LTE,ARLINGTON
DA 4119-2-1-0313-SPRING_VALLEY_CENTER,ATT,6,DALLAS,TX,DALLAS,32-56-19.43,-96-49-11.52,,75254,LTE,ARLINGTON
DA 4119-3-1-0070-IRON_HORSE,ATT,6,NORTH RICHLAND HILLS,TX,TARRANT,32-50-22,-97-14-33,817-281,76180,LTE,ARLINGTON
DA 4119-3-1-0073-BLUE_MOUND,ATT,6,SAGINAW,TX,TARRANT,32-50-27,-97-20-42,817-624,76106,LTE,ARLINGTON
DA 4119-3-1-0101-GALVESTON,ATT,6,FORT WORTH,TX,TARRANT,32-44-20,-97-19-33,817-332,76104,LTE,ARLINGTON
DA 4119-3-1-0104-WEST_SERVICE_CENTER,ATT,6,FORT WORTH,TX,TARRANT,32-44-21,-97-21-52,817-731,76107,LTE,ARLINGTON
DA 4119-3-1-0111-PAFFORD_STREET_SS,ATT,6,FORT WORTH,TX,TARRANT,32-41-41,-97-21-13,817-921,76110,LTE,ARLINGTON
DA 4119-3-1-0359-MANSFIELD_TOWN_CENTER,ATT,6,MANSFIELD,TX,TARRANT,32-36-00.73,-97-08-47.34,817-473,76063,LTE,ARLINGTON
DA 4119-3-1-0370-LINDENTREE_LANE,ATT,6,FORT WORTH,TX,TARRANT,32-52-08.7,-97-15-48.6,,76137,LTE,ARLINGTON
DA 4119-2-1-0031-COLONY_WT,ATT,5,THE COLONY,TX,DENTON,33-05-03,-96-53-04,972-370,75056,LTE,ARLINGTON
DA 4119-3-1-0020-GRAPEVINE_NORTH,ATT,5,FLOWER MOUND,TX,DENTON,33-02-34,-97-07-24,817-491,75028,LTE,ARLINGTON
DA 4119-3-1-0074-LAKE_WORTH_WATER_TOWER,ATT,5,LAKE WORTH,TX,TARRANT,32-49-05.0,-97-24-51.7,,76135,LTE,ARLINGTON
DA 4119-3-1-0078-RIVER_OAKS,ATT,5,RIVER OAKS,TX,TARRANT,32-46-44,-97-23-37,817-624,76114,LTE,ARLINGTON
DA 4119-3-1-0082-BELKNAP,ATT,5,FORT WORTH,TX,TARRANT,32-47-25,-97-17-31,817-831,76111,LTE,ARLINGTON
DA 4119-3-1-0100-7TH_AND_JONES,ATT,5,FORT WORTH,TX,TARRANT,32-45-13,-97-19-34,817-332,76102,LTE,ARLINGTON
DA 4119-3-1-0103-HUNTERS_PLAZA,ATT,5,FORT WORTH,TX,TARRANT,32-45-13,-97-20-09,817-332,76102,LTE,ARLINGTON
DA 4119-3-1-0112-BRYAN_STREET_SS,ATT,5,FORT WORTH,TX,TARRANT,32-42-17,-97-19-30,817-921,76110,LTE,ARLINGTON
DA 4119-3-1-0141-MANSFIELD_NORTH,ATT,5,ARLINGTON,TX,TARRANT,32-36-25,-97-04-52,817-473,76002,LTE,ARLINGTON
DA 4119-2-1-0005-MCKINNEY_NORTH_WT,ATT,4,MCKINNEY,TX,COLLIN,33-13-03.9,-96-38-01.8,972-542,75069,LTE,ARLINGTON
DA 4119-2-1-0273-PANTHER_CREEK_WT,ATT,4,FRISCO,TX,COLLIN,33-10-30.2,-96-46-21.5,,75035,LTE,ARLINGTON
DA 4119-3-1-0019-TOUR_18,ATT,4,FLOWER MOUND,TX,DENTON,33-03-28,-97-10-08,817-491,75022,LTE,ARLINGTON
DA 4119-3-1-0028-DORMAN,ATT,4,ROANOKE,TX,DENTON,33-00-13,-97-13-25,817-491,76262,LTE,ARLINGTON
DA 4119-3-1-0079-MEACHAM,ATT,4,FORT WORTH,TX,TARRANT,32-48-35,-97-21-01,817-624,76106,LTE,ARLINGTON
DA 4119-3-1-0080-STOCKYARDS,ATT,4,FORT WORTH,TX,TARRANT,32-46-45,-97-20-13,817-332,76102,LTE,ARLINGTON
DA 4119-3-1-0081-RAY_SIMON,ATT,4,FORT WORTH,TX,TARRANT,32-47-56,-97-19-21,817-624,76106,LTE,ARLINGTON
DA 4119-3-1-0084-ROSEBUD_PARK,ATT,4,RICHLAND HILLS,TX,TARRANT,32-48-05,-97-13-20,817-284,76118,LTE,ARLINGTON
DA 4119-3-1-0099-BEACH,ATT,4,FORT WORTH,TX,TARRANT,32-44-54.7,-97-17-38.5,817-531,76103,LTE,ARLINGTON
DA 4119-3-1-0113-DUVAL_SS,ATT,4,FORT WORTH,TX,TARRANT,32-43-30,-97-17-45,817-531,76104,LTE,ARLINGTON
DA 4119-3-1-0184-GREEN_VALLEY_WT,ATT,4,NORTH RICHLAND HILLS,TX,TARRANT,32-53-03,-97-13-10,817-281,76180,LTE,ARLINGTON
DA 4119-3-1-0185-INDIAN_KNOLL,ATT,4,KELLER,TX,TARRANT,32-54-45.45,-97-11-21.63,,76180,LTE,ARLINGTON
DA 4119-3-1-0270-SOUTHLAKE_NNOC,ATT,4,SOUTHLAKE,TX,TARRANT,32-58-18.65,-97-09-22.13,682-831,76092,LTE,ARLINGTON
DA 4119-3-1-0391-MANSFIELD_BROAD_WT,ATT,4,MANSFIELD,TX,TARRANT,32-34-19.63,-97-05-16.87,,76063,LTE,ARLINGTON
DA 4119-3-1-0393-MANSFIELD_JUSTICE,ATT,4,MANSFIELD,TX,TARRANT,32-33-09.65,-97-07-05.25,,76063,LTE,ARLINGTON
DA 4119-2-1-0003-PROSPER,ATT,3,FRISCO,TX,COLLIN,33-12-04,-96-48-11,972-377,75034,LTE,ARLINGTON
DA 4119-2-1-0208-DALLAS_YOUTH,ATT,3,DALLAS,TX,DALLAS,32-40-25,-96-41-48,972-225,75241,LTE,ARLINGTON
DA 4119-3-1-0096-CANYON,ATT,3,FORT WORTH,TX,TARRANT,32-46-12,-97-13-18,817-451,76112,LTE,ARLINGTON
DA 4119-3-1-0314-TROPHY_CLUB,ATT,3,TROPHY CLUB,TX,DENTON,32-59-37.6,-97-11-36.0,,76262,LTE,ARLINGTON
DA 4119-3-1-0018-SPEEDWAY,ATT,1,JUSTIN,TX,DENTON,33-02-55,-97-16-15,817-491,76247,LTE,ARLINGTON
DA 4119-3-1-0349-COWBOYS_STADIUM,ATT,1,ARLINGTON,TX,TARRANT,32-44-20.04,-97-05-29.72,,76011,LTE,ARLINGTON
DA 4119-3-1-0048-ECHO_HILLS_PARK,ATT,New,NORTH RICHLAND HILLS,TX,TARRANT,32-52-44,-97-11-10,817-281,76180,NON-LTE,ARLINGTON
DA 4119-3-1-0353-CROWLEY_CLEBURNE RD.,ATT,New,CROWLEY,TX,TARRANT,32-36-30.8,-97-21-12.7,,76036,NON-LTE,ARLINGTON
DA 4119-3-1-0357 MCCART,ATT,New,FORT WORTH,TX,TARRANT,32-40-05.10,-97-21-12.63,,76115,NON-LTE,ARLINGTON
DA 4119-2-1-0052-BONAVENTURE,ATT,12,DALLAS,TX,DALLAS,32-58-04,-96-49-06,972-239,75248,NON-LTE,ARLINGTON
DA 4119-3-1-0138-CROWLEY,ATT,11,BURLESON,TX,TARRANT,32-33-31,-97-19-03,817-295,76028,NON-LTE,ARLINGTON
DA 4119-4-1-0024-WICHITA_RIVER,ATT,11,WICHITA FALLS,TX,WICHITA,33-55-4,-98-29-44,940-767,76301,NON-LTE,LONESTAR
DA 4119-2-1-0119-HOWELL_STREET,ATT,10,DALLAS,TX,DALLAS,32-48-14,-96-47-47,,75204,NON-LTE,ARLINGTON
DA 4119-3-1-0360-WAXAHACHIE_INDUSTRIAL,MW,10,WAXAHACHIE,TX,ELLIS,32-25-17.3,-96-51-08.3,,75165,NON-LTE,ARLINGTON
DA 4119-4-1-0020-BACON,ATT,10,WICHITA FALLS,TX,WICHITA,34-0-3,-98-32-47,940-885,76305,NON-LTE,LONESTAR
DA 4119-2-1-0066-NORTHWOOD,ATT,9,DALLAS,TX,DALLAS,32-55-29,-96-48-27,972-239,75230,NON-LTE,ARLINGTON
DA 4119-2-1-0314-FARMERS_BRANCH_BELTWOOD_WT,ATT,9,FARMERS BRANCH,TX,DALLAS,32-56-47.3,-96-50-06.9,,75244,NON-LTE,ARLINGTON
DA 4119-3-1-0055-SAGINAW,ATT,9,SAGINAW,TX,TARRANT,32-52-48,-97-23-29,817-237,76179,NON-LTE,ARLINGTON
DA 4119-3-1-0181-ARLINGTON_SOUTHEAST,ATT,9,ARLINGTON,TX,TARRANT,32-38-41.2,-97-04-25.9,,76018,NON-LTE,ARLINGTON
DA 4119-2-1-0065-MEADOW_CREEK_REPL,ATT,8,DALLAS,TX,DALLAS,32-57-03,-96-48-05,972-239,75240,NON-LTE,ARLINGTON
DA 4119-2-1-0133-TRUNK,ATT,8,DALLAS,TX,DALLAS,32-47-11,-96-46-26,214-821,75226,NON-LTE,ARLINGTON
DA 4119-2-1-0271-PARKWOOD_WT,GRANDECOMM,8,FRISCO,TX,COLLIN,33-06-40.98,-96-48-51.81,,75034,NON-LTE,ARLINGTON
DA 4119-3-1-0128-HARMON,ATT,8,ARLINGTON,TX,TARRANT,32-39-20,-97-07-46,817-465,76017,NON-LTE,ARLINGTON
DA 4119-3-1-0135-BRYANT_IRVIN_SS,ATT,8,FORT WORTH,TX,TARRANT,32-40-26,-97-25-04,817-292,76132,NON-LTE,ARLINGTON
DA 4119-2-1-0083-ROYAL_LANE,ATT,7,DALLAS,TX,DALLAS,32-53-59,-96-46-12,214-361,75231,NON-LTE,ARLINGTON
DA 4119-3-1-0106-LAS_VEGAS,ATT,7,FORT WORTH,TX,TARRANT,32-44-16,-97-27-53,817-244,76116,NON-LTE,ARLINGTON
DA 4119-3-1-0204-MANSFIELD_HIGH,ATT,7,ARLINGTON,TX,TARRANT,32-37-17,-97-7-53,817-465,76001,NON-LTE,ARLINGTON
DA 4119-3-1-0355 MANSFIELD_SOUTH,ATT,7,ALVARADO,TX,JOHNSON,32-32-39.45,-97-08-25.98,,76063,NON-LTE,ARLINGTON
DA 4119-4-1-0017-RUIDOSA,ATT,7,WICHITA FALLS,TX,WICHITA,33-57-01.9,-98-32-43.11,,76305,NON-LTE,LONESTAR
DA 4119-4-1-0025-SCOTT_STREET,ATT,7,WICHITA FALLS,TX,WICHITA,33-54-00,-98-27-24,,76301,NON-LTE,LONESTAR
DA 4119-2-1-0067-3M_BILLBOARD,ATT,6,DALLAS,TX,DALLAS,32-55-33,-96-47-37,972-239,75240,NON-LTE,ARLINGTON
DA 4119-2-1-0071-DUCK_CREEK,ATT,6,RICHARDSON,TX,DALLAS,32-57-24,-96-41-57,972-231,75081,NON-LTE,ARLINGTON
DA 4119-2-1-0090-ROSELAND_AVENUE,ATT,6,DALLAS,TX,DALLAS,32-47-47,-96-47-22,,75204,NON-LTE,ARLINGTON
DA 4119-2-1-0104-ROCKWALL_CENTRAL,ATT,6,ROCKWALL,TX,ROCKWALL,32-55-27,-96-27-31,,75087,NON-LTE,ARLINGTON
DA 4119-2-1-0151-SAMUEL_PARK,ATT,6,MESQUITE,TX,DALLAS,32-46-07,-96-35-08,972-285,75149,NON-LTE,ARLINGTON
DA 4119-2-1-0154-BACHELOR_CREEK,ATT,6,TERRELL,TX,KAUFMAN,32-44-43,-96-18-15,972-563,75160,NON-LTE,ARLINGTON
DA 4119-2-1-0213-CLARK,ATT,6,CEDAR HILL,TX,DALLAS,32-35-4,-96-56-31,972-291,75104,NON-LTE,ARLINGTON
DA 4119-2-1-0216-GLENN_HEIGHTS,ATT,6,LANCASTER,TX,DALLAS,32-34-10,-96-49-12,972-223,75146,NON-LTE,ARLINGTON
DA 4119-2-1-0230-CEDAR_HILL_NORTH,ATT,6,CEDAR HILL,TX,DALLAS,32-35-21,-96-58-10,972-293,75104,NON-LTE,ARLINGTON
DA 4119-2-1-0328-DALLAS_SPUR_408,ATT,6,DALLAS,TX,DALLAS,32-41-45.92,-96-56-03.58,,75236,NON-LTE,ARLINGTON
DA 4119-2-1-0336-DALLAS_BRAEBURN_DRIVE,ATT,6,DALLAS,TX,DALLAS,32-50-24,-96-44-45,,75214,NON-LTE,ARLINGTON
DA 4119-3-1-0133-TU_EDGE,ATT,6,FORT WORTH,TX,TARRANT,32-38-54,-97-21-06,817-293,76134,NON-LTE,ARLINGTON
DA 4119-3-1-0165-NORTHCREST,ATT,6,LACY-LAKEVIEW,TX,MCLENNAN,31-36-41,-97-06-36,817-662,76705,NON-LTE,ARLINGTON
DA 4119-3-1-0166-BEVERLY_HILLS,ATT,6,WACO,TX,MCLENNAN,31-31-34.1,-97-07-52.9,254-752,76706,NON-LTE,ARLINGTON
DA 4119-3-1-0180-CROWLEY_WEST,ATT,6,CROWLEY,TX,TARRANT,32-34-49,-97-21-28,817-297,76036,NON-LTE,ARLINGTON
DA 4119-3-1-0187-LAKE_COUNTRY,ATT,6,FORT WORTH,TX,TARRANT,32-51-45,-97-25-30,,76179,NON-LTE,ARLINGTON
DA 4119-3-1-0250-WACO_DOWNTOWN,ATT,6,WACO,TX,MCLENNAN,31-33-2,-97-7-49,,76706,NON-LTE,ARLINGTON
DA 4119-3-1-0366-ARLINGTON_WOODS,ATT,6,ARLINGTON,TX,TARRANT,32-42-55.19,-97-06-25.86,,76010,NON-LTE,ARLINGTON
DA 4119-3-1-0390-GRAND_PRAIRIE_WARRIOR,ATT,6,GRAND PRAIRIE,TX,DALLAS,32-41-35.33,-97-00-24.39,,75052,NON-LTE,ARLINGTON
DA 4119-4-1-0012-HATTON,ATT,6,WICHITA FALLS,TX,WICHITA,33-52-1,-98-27-52,940-767,76310,NON-LTE,LONESTAR
DA 4119-2-1-0107-ROYSE_CITY,ATT,5,ROYSE CITY,TX,ROCKWALL,32-58-08,-96-20-32,972-635,75189,NON-LTE,ARLINGTON
DA 4119-2-1-0147-MESQUITE_RT,ATT,5,MESQUITE,TX,DALLAS,32-45-45,-96-38-04,972-285,75149,NON-LTE,ARLINGTON
DA 4119-2-1-0153-LAWRENCE,ATT,5,FORNEY,TX,KAUFMAN,32-43-02,-96-24-36,972-563,75126,NON-LTE,ARLINGTON
DA 4119-2-1-0173-RED_OAK_NORTH,ATT,5,RED OAK,TX,ELLIS,32-31-30,-96-49-37,,75157,NON-LTE,ARLINGTON
DA 4119-2-1-0186-MURDOCK,ATT,5,DALLAS,TX,DALLAS,32-42-43,-96-40-49,214-391,75217,NON-LTE,ARLINGTON
DA 4119-2-1-0214-WATERFORD,ATT,5,DESOTO,TX,DALLAS,32-35-3,-96-53-42,972-223,75115,NON-LTE,ARLINGTON
DA 4119-2-1-0217-LANCASTER,ATT,5,LANCASTER,TX,DALLAS,32-36-15,-96-45-59,972-227,75146,NON-LTE,ARLINGTON
DA 4119-2-1-0231-CEDAR_HILL_SOUTH,ATT,5,CEDAR HILL,TX,DALLAS,32-33-18,-96-59-33,972-293,75104,NON-LTE,ARLINGTON
DA 4119-2-1-0242-BIGGERS,ATT,5,MCKINNEY,TX,COLLIN,33-09-05,-96-33-34,,75069,NON-LTE,ARLINGTON
DA 4119-2-1-0245-DESOTO_SOUTH,ATT,5,DESOTO,TX,DALLAS,32-35-15,-96-51-28,,75115,NON-LTE,ARLINGTON
DA 4119-2-1-0269-RESTLAND_CEMETERY,ATT,5,DALLAS,TX,DALLAS,32-55-57.35,-96-44-37.12,,75243,NON-LTE,ARLINGTON
DA 4119-2-1-0306-HASKELL_AVENUE_NORTH,ATT,5,DALLAS,TX,DALLAS,32-48-18,-96-47-18,,75204,NON-LTE,ARLINGTON
DA 4119-2-1-0316- HILLCREST_VILLAGE,ATT,5,DALLAS,TX,DALLAS,32-57-50.40,-96-47-19.56,,75248,NON-LTE,ARLINGTON
DA 4119-2-1-0323 RICHARDSON_HOLLY_WT,ATT,5,RICHARDSON,TX,DALLAS,32-57-24.94,-96-45-49.23,,75080,NON-LTE,ARLINGTON
DA 4119-3-1-0058-WATAUGA,ATT,5,WATAUGA,TX,TARRANT,32-51-53,-97-14-17,817-281,76148,NON-LTE,ARLINGTON
DA 4119-3-1-0066-BEAR_CREEK,ATT,5,FORT WORTH,TX,TARRANT,32-50-07,-97-02-21,817-283,76155,NON-LTE,ARLINGTON
DA 4119-3-1-0076-WHITE_SETTLEMENT,ATT,5,FORT WORTH,TX,TARRANT,32-45-45,-97-28-48,817-246,76108,NON-LTE,ARLINGTON
DA 4119-3-1-0109-RIVER_PARK,ATT,5,BENBROOK,TX,TARRANT,32-41-45,-97-24-59,817-731,76109,NON-LTE,ARLINGTON
DA 4119-3-1-0110-HULEN,ATT,5,FORT WORTH,TX,TARRANT,32-41-03,-97-23-33,817-731,76109,NON-LTE,ARLINGTON
DA 4119-3-1-0131-820_BUSINESS_PARK,ATT,5,FORT WORTH,TX,TARRANT,32-39-00,-97-17-05,817-293,76140,NON-LTE,ARLINGTON
DA 4119-3-1-0134-HULEN_SOUTH,ATT,5,FORT WORTH,TX,TARRANT,32-38-29,-97-23-41,817-292,76133,NON-LTE,ARLINGTON
DA 4119-3-1-0139-RENDON,ATT,5,FORT WORTH,TX,TARRANT,32-36-42,-97-13-32,817-478,76140,NON-LTE,ARLINGTON
DA 4119-3-1-0151-CLEBURNE_WEST,ATT,5,CLEBURNE,TX,JOHNSON,32-20-36,-97-23-13,817-645,76031,NON-LTE,ARLINGTON
DA 4119-3-1-0169-LILLIAN,ATT,5,JOHNSON COUNTY,TX,JOHNSON,32-31-1,-97-7-57,817-473,76084,NON-LTE,ARLINGTON
DA 4119-3-1-0170-LILLIAN_NORTH,ATT,5,BURLESON,TX,JOHNSON,32-32-24,-97-12-54,817-477,76028,NON-LTE,ARLINGTON
DA 4119-3-1-0200-HEWITT,ATT,5,HEWITT,TX,MCLENNAN,31-27-55.5,-97-11-17.1,254-772,76643,NON-LTE,ARLINGTON
DA 4119-3-1-0217-GRANBURY,ATT,5,GRANBURY,TX,HOOD,32-25-59,-97-45-27,817-573,76049,NON-LTE,ARLINGTON
DA 4119-3-1-0219-CARMICHAEL_BEND,WINDSTREAM,5,GRANBURY,TX,HOOD,32-23-31,-97-39-54,817-326,76049,NON-LTE,ARLINGTON
DA 4119-3-1-0312-PATTON_BRANCH,ATT,5,WEATHERFORD,TX,PARKER,32-51-02.6,-97-45-45.9,,76088,NON-LTE,ARLINGTON
DA 4119-3-1-0325-LAKE_WORTH_CENTRAL,ATT,5,LAKE WORTH,TX,TARRANT,32-48-37.7,-97-26-12.3,,76135,NON-LTE,ARLINGTON
DA 4119-3-1-0326-TCU_CAMPUS,ATT,5,FORT WORTH,TX,TARRANT,32-42-20.0,-97-21-36.6,,76109,NON-LTE,ARLINGTON
DA 4119-3-1-0350-EIGHTH_AVENUE,ATT,5,FORT WORTH,TX,TARRANT,32-43-30.2,-97-20-41.2,,76110,NON-LTE,ARLINGTON
DA 4119-3-1-0353-CROWLEY_CLEBURNE_ROAD,ATT,5,FORT WORTH,TX,TARRANT,32-36-30.8,-97-21-12.7,,76036,NON-LTE,ARLINGTON
DA 4119-3-1-0357-FORT_WORTH_MCCART,ATT,5,FORT WORTH,TX,,32-40-05.10,-97-21-12.63,807-207,76115,NON-LTE,ARLINGTON
DA 4119-3-1-0358 MANSFIELD_PATTERSON,ATT,5,MANSFIELD,TX,TARRANT,32-36-17.13,-97-11-12.77,,76063,NON-LTE,ARLINGTON
DA 4119-3-1-0362-BURLESON_GEORGIA_WT,ATT,5,BURLESON,TX,JOHNSON,32-31-22.25,-97-15-55.12,,76028,NON-LTE,ARLINGTON
DA 4119-3-1-0367-FORT_WORTH_REAGAN,ATT,5,FORT WORTH,TX,TARRANT,32-43-06.09,-97-26-55.47,,76116,NON-LTE,ARLINGTON
DA 4119-3-1-0377-HALTOM_HIGH_SCHOOL,ATT,5,HALTOM CITY,TX,TARRANT,32-50-52.44,-97-16-30.73,817-427,76137,NON-LTE,ARLINGTON
DA 4119-3-1-0392-FORT_WORTH_SEMINARY,ATT,5,FORT WORTH,TX,TARRANT,32-40-59.98,-97-22-20.45,,76109,NON-LTE,ARLINGTON
DA 4119-4-1-0016-WESTOVER_HILLS,ATT,5,WICHITA FALLS,TX,WICHITA,33-54-13,-98-31-51,940-767,76301,NON-LTE,LONESTAR
